date,station,temperature,humidity,pressure,rainfall,label
2022-01-01,AWS_01_Delhi,37.743293300026245,47.58872105162012,1012.9651987203198,4.852011532288183,0
2022-01-02,AWS_01_Delhi,36.78549235711968,44.06962246123727,1012.4566941051008,0.3289620702620673,0
2022-01-03,AWS_01_Delhi,37.95553460261274,48.23542373683561,1012.9987277058036,4.537117977303078,0
2022-01-04,AWS_01_Delhi,39.256108448291066,41.9112067448338,1012.7123446265,7.894220897983942,0
2022-01-05,AWS_01_Delhi,36.60434803713029,50.11708151250007,1012.8816678725724,1.865749172527023,0
2022-01-06,AWS_01_Delhi,36.58484440351448,48.46042588794696,1013.5004925971052,5.956364834139669,0
2022-01-07,AWS_01_Delhi,39.28180389275397,47.8260994232797,1014.0753683419744,1.2643505438391094,0
2022-01-08,AWS_01_Delhi,38.03754151931604,50.02381333477876,1013.471893309138,0.4507291087384792,0
2022-01-09,AWS_01_Delhi,36.15206040906194,52.09224200807815,1012.7106761103108,0.8617025144892143,0
2022-01-10,AWS_01_Delhi,37.63648134645168,50.1613493410059,1013.5648876224732,1.3504818956424267,0
2022-01-11,AWS_01_Delhi,36.090380731197314,41.62037245906106,1013.9747691630092,0.1138345533207658,0
2022-01-12,AWS_01_Delhi,36.04628632924759,43.331348460057576,1013.1053175475776,1.4606544050924266,0
2022-01-13,AWS_01_Delhi,37.06371779443539,45.325028008855405,1013.376834442672,5.959080311813082,0
2022-01-14,AWS_01_Delhi,33.78328025560871,47.309472735568896,1013.4846896293764,0.3162809116730005,0
2022-01-15,AWS_01_Delhi,34.01479701449378,48.818194552565146,1013.1182574336912,2.359623654234368,0
2022-01-16,AWS_01_Delhi,35.704277635588326,45.124295940906414,1013.8680565319902,3.577300858426886,0
2022-01-17,AWS_01_Delhi,34.97057557975883,47.90041878659092,1013.5164907914572,4.315633553838744,0
2022-01-18,AWS_01_Delhi,36.89990190765768,45.114830597096855,1013.819608671266,4.8334075416722975,0
2022-01-19,AWS_01_Delhi,35.00181692363108,45.58954456641556,1013.1987932344836,1.1055220830854315,0
2022-01-20,AWS_01_Delhi,34.17735225815123,43.24947816935256,1013.4563166490263,5.678608177289034,0
2022-01-21,AWS_01_Delhi,38.42288854514011,44.7473566671621,1014.0685429232666,2.1239568355862604,0
2022-01-22,AWS_01_Delhi,35.81103248610829,43.5118148919256,1013.5530325097354,0.2645177617212844,0
2022-01-23,AWS_01_Delhi,36.17296689311773,44.6912638503441,1014.634808738104,0.9719742482074804,0
2022-01-24,AWS_01_Delhi,33.85324917988726,50.83401108368522,1013.6031578856048,1.9005349183818776,0
2022-01-25,AWS_01_Delhi,35.08923756128626,44.88126223478815,1013.9467295681004,0.4262131499696938,0
2022-01-26,AWS_01_Delhi,35.98440409414741,55.6851327214571,1014.3318466010376,1.5350423286920294,0
2022-01-27,AWS_01_Delhi,34.00053279209763,49.32860493048861,1013.1872758170142,1.6476206182784443,0
2022-01-28,AWS_01_Delhi,36.19639448592817,48.46594339881152,1013.0466961358152,0.2663588156977644,0
2022-01-29,AWS_01_Delhi,34.63456298153245,45.40124598184926,1013.1946395229464,1.2489080815629867,0
2022-01-30,AWS_01_Delhi,34.99753204746942,50.14421452345408,1014.6188431520336,2.215161948062094,0
2022-01-31,AWS_01_Delhi,34.42897227232383,46.38539839417472,1013.741412814758,1.036411417739904,0
2022-02-01,AWS_01_Delhi,38.00334752997912,48.54940927512561,1015.3259308575653,0.0182654338315505,0
2022-02-02,AWS_01_Delhi,35.09505261115049,55.93672131596812,1013.793886543748,0.0136193457763564,0
2022-02-03,AWS_01_Delhi,33.41610286862899,48.04337412611749,1014.1971462779336,0.6624842877301601,0
